Transaction_ID,Transaction_Type,Transaction_Date,Transaction_Status,Transferring_Registry,Transferring_Account_Type,Transferring_Account_Name,Transferring_Account_Identifier,Transferring_Account_Holder,Acquiring_Registry,Acquiring_Account_Type,Acquiring_Account_Name,Acquiring_Account_Identifier,Acquiring_Account_Holder,Nb_of_Units,Originiality_Registry,Unit_Type,Number_of_Units,Original_Commitment_Period,LULUCF_Activity,Project_Identifier,Track,Expiry_Date
EU520384,10-71,2019-04-29 16:49:09.299,Completed,Poland,100,TOMASZÓW 2,5020058,Ceramika Paradyż Sp. z o.o.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1109,CN,CER - Certified Emission Reduction Unit,1109,2,,7975,,
EU520391,10-72,2019-04-29 16:50:05.937,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,TOMASZÓW 2,5020058,Ceramika Paradyż Sp. z o.o.,1109,EU,EU General Allowances (EUA),1109,2,,,,
EU520342,10-0,2019-04-29 15:44:41.736,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Kotłownia Zakładowa,5002694,HGBS FINANSE S.A.,1422,EU,EU General Allowances (EUA),1422,2,,,,
EU520110,10-2,2019-04-29 15:47:51.79,Completed,France,100,TRONOX FRANCE SAS,5023599,TRONOX FRANCE SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,26181,EU,EU General Allowances (EUA),26181,2,,,,
EU520345,10-0,2019-04-29 15:47:58.43,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Italy,100,ENEL TRADE ITALIA,5016899,Enel Global Trading S.p.A.,32000,EU,EU General Allowances (EUA),32000,2,,,,
EU520335,10-0,2019-04-29 15:48:43.884,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Italy,100,Operator Account,5013228,Marangoni S.p.A.,14500,EU,EU General Allowances (EUA),14500,2,,,,
EU520348,10-0,2019-04-29 15:49:23.874,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Spain,100,"Naturgy Energy Group, S.A.",5017187,"Naturgy Energy Group, S.A.",23000,EU,EU General Allowances (EUA),23000,2,,,,
EU519728,10-0,2019-04-29 15:50:00.522,Completed,Slovakia,100,VEGUM SLOVENSKO a.s.,5003615,VEGUM a. s.,Slovakia,100,"PETUM, s.r.o.",5003555,PETUM s.r.o.,4000,EU,EU General Allowances (EUA),4000,2,,,,
EU520340,10-2,2019-04-29 15:50:11.68,Completed,Germany,100,FoamPartner Germany GmbH,5027799,Recticel Engineered Foams Germany GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,981,EU,EU General Allowances (EUA),981,2,,,,
EU520346,10-0,2019-04-29 15:50:33.156,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,energott:HU284,5011876,ENERGOTT Kft.,98,EU,EU General Allowances (EUA),98,2,,,,
EU520316,10-0,2019-04-29 15:51:08.503,Completed,France,100,MERCURIA ENERGY TRADING SA,5016876,MERCURIA ENERGY TRADING SA,France,100,EDF TRADING LIMITED,5027028,EDF TRADING LTD,34560,EU,EU General Allowances (EUA),34560,2,,,,
EU520350,10-0,2019-04-29 15:51:40.153,Completed,Norway,100,Statkraft Energi AS,5016874,Statkraft Energi AS,Norway,100,"Eramet Norway AS, Porsgrunn",5018840,Eramet Norway AS,8000,EU,EU General Allowances (EUA),8000,2,,,,
EU519722,10-0,2019-04-29 15:52:05.045,Completed,Germany,100,2023 - Kroehnert Personenkonto,5015589,Michael Kroehnert,Germany,100,Emissionshändler.com GEMB mbH,5019435,GEMB Gesellschaft für Emissionsmanagement und Beratung mbH,3844,EU,EU General Allowances (EUA),3844,2,,,,
EU519683,10-0,2019-04-29 15:27:23.263,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,TOMASZÓW 1,5020057,Ceramika Paradyż Sp. z o.o.,1200,CN,CER - Certified Emission Reduction Unit,1200,2,,7975,,
EU519685,10-0,2019-04-29 15:28:16.411,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,TOMASZÓW 2,5020058,Ceramika Paradyż Sp. z o.o.,1109,CN,CER - Certified Emission Reduction Unit,1109,2,,7975,,
EU519579,10-2,2019-04-29 15:28:21.732,Completed,Belgium,100,358 RÜTGERS Belgium,5004389,RAIN CARBON,European Commission,100,EU Allowance deletion,5016380,European Commission,77878,EU,EU General Allowances (EUA),77878,2,,,,
EU520307,10-2,2019-04-29 15:28:25.285,Completed,Germany,100,329 - Anlagenkonto,5015747,Ernst Ziegelwerk GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,3972,EU,EU General Allowances (EUA),3972,2,,,,
EU519689,10-0,2019-04-29 15:28:55.968,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,WIELKA WOLA,5020059,Ceramika Paradyż Sp. z o.o.,1269,CN,CER - Certified Emission Reduction Unit,1269,2,,7975,,
EU519336,10-2,2019-04-29 15:29:27.466,Completed,Ireland,100,Amazon Dub 56 Operator Holding Account,5027012,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,3171,EU,EU General Allowances (EUA),3171,2,,,,
EU519691,10-0,2019-04-29 15:30:14.406,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,OPOCZNO,5020060,Ceramika Paradyż Sp. z o.o.,270,CN,CER - Certified Emission Reduction Unit,270,2,,7975,,
EU519332,10-2,2019-04-29 15:30:53.608,Completed,Ireland,100,Amazon Dub 8 Operator Holding Account,5023813,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,343,EU,EU General Allowances (EUA),343,2,,,,
EU518878,10-2,2019-04-29 15:31:09.495,Completed,Hungary,100,Operator Account:HU134,5011918,Magyar Suzuki ZRt.,European Commission,100,EU Allowance deletion,5016380,European Commission,15238,EU,EU General Allowances (EUA),15238,2,,,,
EU520333,10-0,2019-04-29 15:32:01.99,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,3916,EU,EU General Allowances (EUA),3916,2,,,,
EU518474,10-2,2019-04-29 15:32:34.631,Completed,Ireland,100,Amazon Dub 10 Operator Holding Account,5023815,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,103,EU,EU General Allowances (EUA),103,2,,,,
EU518473,10-2,2019-04-29 15:33:58.314,Completed,Ireland,100,Amazon Dub 9 Operator Holding Account,5023814,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,224,EU,EU General Allowances (EUA),224,2,,,,
EU519598,10-0,2019-04-29 15:34:53.442,Completed,Norway,100,"Eramet Norway AS, Porsgrunn",5018840,Eramet Norway AS,Norway,100,"Eramet Norway AS, Sauda",5018864,Eramet Norway AS,10000,EU,EU General Allowances (EUA),10000,2,,,,
EU520223,10-2,2019-04-29 15:35:38.009,Completed,Portugal,100,Eden Jets Ltd,5027825,Eden Jets Ltd.,European Commission,100,EU Allowance deletion,5016380,European Commission,265,EU,EU General Allowances (EUA),265,2,,,,
EU520325,10-2,2019-04-29 15:36:29.395,Completed,France,100,NEW DURALEX INTERNATIONAL,5005637,NEW DURALEX INTERNATIONAL,European Commission,100,EU Allowance deletion,5016380,European Commission,27095,EU,EU General Allowances (EUA),27095,2,,,,
EU519712,10-0,2019-04-29 15:36:50.248,Completed,Slovenia,100,Pivovarna Union,5008688,PIVOVARNA LAŠKO UNION d.o.o.,Slovenia,100,NAHA for account [1],5008619,Agencija Republike Slovenije za okolje,516,CN,CER - Certified Emission Reduction Unit,516,2,,1284,,
EU520319,10-0,2019-04-29 15:38:42.65,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,7000,EU,EU General Allowances (EUA),7000,2,,,,
EU519700,10-0,2019-04-29 15:38:58.88,Completed,Lithuania,100,Operator Account:LT54,5006045,AB Siauliu energija,Netherlands,100,ACT Carbon,5011173,ACT Financial Solutions B.V.,4000,EU,EU General Allowances (EUA),4000,2,,,,
EU520338,10-0,2019-04-29 15:39:08.137,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,energott:HU284,5011876,ENERGOTT Kft.,1800,EU,EU General Allowances (EUA),1800,2,,,,
EU520329,10-2,2019-04-29 15:39:40.023,Completed,Czech Republic,100,Trelleborg Wheel Systems Czech Republic - Plynová kotelna,5006619,Trelleborg Wheel Systems Czech Republic a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,13404,EU,EU General Allowances (EUA),13404,2,,,,
EU520320,10-0,2019-04-29 15:16:21.163,Completed,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",Spain,100,"Todagres, S.A.",5023194,"Todagres, S.A.",4031,CN,CER - Certified Emission Reduction Unit,4031,2,,1284,,
EU520324,10-2,2019-04-29 15:18:31.964,Completed,France,100,WEYLCHEM LAMOTTE,5005967,WEYLCHEM LAMOTTE,European Commission,100,EU Allowance deletion,5016380,European Commission,280174,EU,EU General Allowances (EUA),280174,2,,,,
NL31959,3-0,2019-04-29 15:19:56.179,Completed,Netherlands,121,FairClimateFund,901,FairClimateFund B.V.,United Kingdom,121,BP AEI Ltd,1802,BP Technology Ventures Limited,21109,IN,CER - Certified Emission Reduction Unit,21109,2,,121,,
EU520314,10-0,2019-04-29 15:20:43.529,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,1000,EU,EU General Allowances (EUA),1000,2,,,,
EU520323,10-0,2019-04-29 15:21:45.694,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Bulgaria,100,Grand Energy Distribution EOOD,5027708,Grand Energy Disribution EOOD,100000,EU,EU General Allowances (EUA),100000,2,,,,
EU520318,10-0,2019-04-29 15:21:57.437,Completed,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",Germany,100,RWEST GmbH Trading Account,5016830,RWE Supply & Trading GmbH,4000,EU,EU General Allowances (EUA),4000,2,,,,
EU518976,10-2,2019-04-29 15:22:26.532,Completed,Belgium,100,030 Durobor Glassware,5004419,Durobor Glassware,European Commission,100,EU Allowance deletion,5016380,European Commission,17219,EU,EU General Allowances (EUA),17219,2,,,,
EU520327,10-0,2019-04-29 15:22:32.682,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Slovenia,100,Trgovalni račun HSE,5017500,Holding Slovenske elektrarne,3000,EU,EU General Allowances (EUA),3000,2,,,,
EU519660,10-0,2019-04-29 15:23:02.909,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Belgium,100,172 Brouwerij Haacht,5004571,Brouwerij Haacht,2000,EU,EU General Allowances (EUA),2000,2,,,,
EU520328,10-2,2019-04-29 15:23:18.511,Completed,Netherlands,100,Agristo B.V.,5021020,Agristo B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,2,EU,EU General Allowances (EUA),2,2,,,,
EU518270,10-2,2019-04-29 15:24:59.073,Completed,Belgium,100,174 Akzo Nobel Ghlin,5004573,Nouryon Chemicals,European Commission,100,EU Allowance deletion,5016380,European Commission,13891,EU,EU General Allowances (EUA),13891,2,,,,
EU519696,10-0,2019-04-29 15:25:07.691,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Denmark,100,Danish Air Transport A/S,5019217,DAT A/S,66353,EU,EU General Allowances (EUA),66353,2,,,,
EU518451,10-0,2019-04-29 15:25:20.086,Completed,France,100,CPTE DISLAUB,5005871,SOUGNEZ,France,100,CRISTAL UNION - ETS DE BAZANCOURT,5005789,CRISTAL UNION,15242,EU,EU General Allowances (EUA),15242,2,,,,
EU520330,10-0,2019-04-29 15:25:48.475,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Finland,100,CO2-päästöleikkuripalvelu,5027367,CO2Esto Oy,700,EU,EU General Allowances (EUA),700,2,,,,
EU520299,10-2,2019-04-29 15:25:59.778,Completed,France,100,SOFIVO CHAMPDENIERS,5005937,SOFIVO SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,26876,EU,EU General Allowances (EUA),26876,2,,,,
EU519671,10-0,2019-04-29 15:26:44.27,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,PARADYŻ,5020056,Ceramika Paradyż Sp. z o.o.,994,CN,CER - Certified Emission Reduction Unit,994,2,,7975,,
EU519338,10-2,2019-04-29 15:27:13.541,Completed,Ireland,100,Amazon Data Services Ireland Limited,5025901,Amazon Data Services Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,149,EU,EU General Allowances (EUA),149,2,,,,
EU519606,3-0,2019-04-29 14:01:14.791,Completed,Denmark,100,Neas Energy A/S,5020307,Centrica Energy Trading A/S,United Kingdom,121,British Gas Trading Limited,5027638,British Gas Trading Limited,231599,CN,CER - Certified Emission Reduction Unit,231599,2,,1284,,
EU520092,10-71,2019-04-29 14:02:00.632,Completed,Spain,100,"DIOXIPE SOLAR, S.L.-Astexol 2",5016770,"DIOXIPE SOLAR, S.L.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,72,CN,CER - Certified Emission Reduction Unit,72,2,,1872,,
EU520262,10-72,2019-04-29 14:02:58.606,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"DIOXIPE SOLAR, S.L.-Astexol 2",5016770,"DIOXIPE SOLAR, S.L.",72,EU,EU General Allowances (EUA),72,2,,,,
EU520260,10-0,2019-04-29 14:04:26.852,Completed,Finland,100,Kaupankäyntitili,5018165,Pori Energia Oy,United Kingdom,100,SEB FUTURES,5017323,S E B,17000,EU,EU General Allowances (EUA),17000,2,,,,
EU520257,10-2,2019-04-29 14:07:20.218,Completed,France,100,MARMALADE SKIES LLC,5019926,MARMALADE SKIES LLC,European Commission,100,EU Allowance deletion,5016380,European Commission,126,EU,EU General Allowances (EUA),126,2,,,,
EU520265,10-0,2019-04-29 14:09:27.242,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Spain,100,"Northwood Dicepa, S.L.U.",5021638,"Northwood Dicepa, S.L.U.",7672,CN,CER - Certified Emission Reduction Unit,7672,2,,1577,,
EU517197,10-2,2019-04-29 14:10:22.839,Completed,Poland,100,KOTŁOWNIA REJONOWA NR 2,5003516,Engie EC Słupsk Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,39271,EU,EU General Allowances (EUA),39271,2,,,,
EU520233,10-0,2019-04-29 14:10:55.15,Completed,Denmark,100,Danske Commodities A/S,5017234,Danske Commodities A/S,Denmark,100,SUN-AIR of Scandinavia,5019108,SUN-AIR of Scandinavia A/S,472,BR,CER - Certified Emission Reduction Unit,472,2,,5492,,
EU520188,10-2,2019-04-29 14:12:23.789,Completed,Germany,100,614 - Anlagenkonto,5016100,Papierfabrik Vreden GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,33062,EU,EU General Allowances (EUA),33062,2,,,,
EU520231,10-0,2019-04-29 14:12:24.266,Completed,Denmark,100,Danske Commodities A/S,5017234,Danske Commodities A/S,Denmark,100,SUN-AIR of Scandinavia,5019108,SUN-AIR of Scandinavia A/S,24999,EU,EU General Allowances (EUA),24999,2,,,,
EU520013,10-2,2019-04-29 14:13:15.939,Completed,Netherlands,100,Hoogweg Luttelgeest BV NLW9,5011175,Hoogweg Paprikakwekerijen B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,39442,EU,EU General Allowances (EUA),39442,2,,,,
EU497860,10-2,2019-04-29 14:13:59.582,Completed,Poland,100,KOTŁOWNIA REJONOWA NR 1,5003510,Engie EC Słupsk Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,684,EU,EU General Allowances (EUA),684,2,,,,
EU519614,10-71,2019-04-29 14:14:33.884,Completed,Norway,100,Finnfjord AS,5018704,Finnfjord AS,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,12000,CN,CER - Certified Emission Reduction Unit,9000,2,,1284,,
EU520270,10-72,2019-04-29 14:15:32.269,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Norway,100,Finnfjord AS,5018704,Finnfjord AS,12000,EU,EU General Allowances (EUA),12000,2,,,,
EU518877,10-2,2019-04-29 14:16:11.751,Completed,Spain,100,Gres La Sagra S.L.,5009611,"GRES LA SAGRA, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,854,EU,EU General Allowances (EUA),854,2,,,,
EU519308,10-71,2019-04-29 14:16:25.475,Completed,Spain,100,"VOLOTEA, S.L.",5018179,"VOLOTEA, S.L.",European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,8041,CN,CER - Certified Emission Reduction Unit,8041,2,,5933,,
EU520276,10-2,2019-04-29 14:37:05.445,Completed,Spain,100,"VOLOTEA, S.L.",5018179,"VOLOTEA, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,536064,EU,EU General Allowances (EUA),327887,2,,,,
EU512238,10-2,2019-04-29 14:16:36.842,Completed,Ireland,100,Operator Account,5011970,Pelagia Feed (Ireland) Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,11339,EU,EU General Allowances (EUA),11339,2,,,,
EU520287,10-2,2019-04-29 14:38:45.74,Completed,France,100,RECYTECH SA,5022406,RECYTECH SA,European Commission,100,EU Allowance deletion,5016380,European Commission,70535,EU,EU General Allowances (EUA),70535,2,,,,
EU519622,10-0,2019-04-29 14:16:57.647,Completed,United Kingdom,100,Gazprom Marketing & Trading Retail (Trading Account),5017319,Gazprom Marketing & Trading Retail Ltd,Ireland,100,Equinix DB3 OHA,5028043,Equinix (Ireland) Limited,301,EU,EU General Allowances (EUA),301,2,,,,
EU519774,10-2,2019-04-29 14:41:07.014,Completed,Italy,100,Jetology GmbH,5026683,Jetology GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,175,EU,EU General Allowances (EUA),175,2,,,,
EU519619,10-0,2019-04-29 14:17:14.672,Completed,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",Spain,100,"Geisa Fabrics, S.L.",5009361,"Geisa Fabrics, S.L.",5886,EU,EU General Allowances (EUA),5886,2,,,,
EU520301,10-2,2019-04-29 14:41:07.015,Completed,Ireland,100,BT Communications Ireland Limited OHA,5028045,BT Communications Ireland Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,154,EU,EU General Allowances (EUA),154,2,,,,
EU520298,10-2,2019-04-29 14:42:40.312,Completed,Ireland,100,Equinix DB3 OHA,5028043,Equinix (Ireland) Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,301,EU,EU General Allowances (EUA),301,2,,,,
EU520234,10-2,2019-04-29 14:42:56.672,Completed,Italy,100,Operator Account,5012516,RAIPAPER s.r.l.,European Commission,100,EU Allowance deletion,5016380,European Commission,4406,EU,EU General Allowances (EUA),4406,2,,,,
EU516456,10-2,2019-04-29 14:46:51.908,Completed,France,100,Usine chimique de Berre,5005441,COMPAGNIE PETROCHIMIQUE DE BERRE,European Commission,100,EU Allowance deletion,5016380,European Commission,6797,EU,EU General Allowances (EUA),6797,2,,,,
EU519648,10-0,2019-04-29 14:47:55.947,Completed,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",Bulgaria,100,Keros Bulgaria EAD,5019141,Keros Bulgaria EAD,4510,CN,CER - Certified Emission Reduction Unit,4510,2,,1284,,
EU516455,10-2,2019-04-29 14:48:31.238,Completed,France,100,Usine chimique de l'Aubette,5005440,COMPAGNIE PETROCHIMIQUE DE BERRE,European Commission,100,EU Allowance deletion,5016380,European Commission,908245,EU,EU General Allowances (EUA),908245,2,,,,
EU519748,10-2,2019-04-29 14:49:24.784,Completed,Italy,100,Operator Account,5012823,CARTIERE ERMOLLI SpA,European Commission,100,EU Allowance deletion,5016380,European Commission,45877,EU,EU General Allowances (EUA),45877,2,,,,
EU520306,10-2,2019-04-29 14:51:54.068,Completed,Austria,100,Ziegelwerk Lizzi Erlach,5004147,Ziegelwerk Lizzi GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,1492,EU,EU General Allowances (EUA),1492,2,,,,
EU520155,10-2,2019-04-29 14:55:08.245,Completed,France,100,PRODIA SNC,5005473,PRODIA SNC,European Commission,100,EU Allowance deletion,5016380,European Commission,45266,EU,EU General Allowances (EUA),45266,2,,,,
EU520310,10-0,2019-04-29 14:55:32.654,Completed,Poland,100,mBank S.A.,5023148,mBank S.A.,Poland,100,Zakład Produkcyjny Wełny Mineralnej Skalnej,5024765,PETRALANA S.A.,25273,EU,EU General Allowances (EUA),25273,2,,,,
EU520296,10-0,2019-04-29 14:57:18.148,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,France,100,BNP PARIBAS,5027964,BNP PARIBAS,867000,EU,EU General Allowances (EUA),867000,2,,,,
EU520295,10-0,2019-04-29 14:58:13.978,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,104000,EU,EU General Allowances (EUA),104000,2,,,,
EU520293,10-0,2019-04-29 14:59:40.834,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,ABN AMRO Clearing Bank N.V,5017351,"ABN AMRO Clearing Bank N.V, London Branch",4000,EU,EU General Allowances (EUA),4000,2,,,,
EU519670,10-0,2019-04-29 15:00:40.193,Completed,United Kingdom,100,Operator Account,5007385,Archer Daniels Midland Erith Limited,Germany,100,Olenex Edible Oils GmbH  Noblee und Thörl,5014349,Olenex Edible Oils GmbH,3970,EU,EU General Allowances (EUA),3970,2,,,,
EU520290,10-0,2019-04-29 15:01:06.719,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,399000,EU,EU General Allowances (EUA),399000,2,,,,
EU519665,10-0,2019-04-29 15:01:39.487,Completed,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",Spain,100,"Linasa Cogeneración y Asociados, S.L.",5009945,"Linasa Cogeneración y Asociados, S.L.",6300,EU,EU General Allowances (EUA),6300,2,,,,
EU520286,10-0,2019-04-29 15:02:30.514,Completed,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,355000,EU,EU General Allowances (EUA),355000,2,,,,
EU519618,10-0,2019-04-29 14:18:26.559,Completed,United Kingdom,100,Gazprom Marketing & Trading Retail (Trading Account),5017319,Gazprom Marketing & Trading Retail Ltd,Ireland,100,BT Communications Ireland Limited OHA,5028045,BT Communications Ireland Limited,154,EU,EU General Allowances (EUA),154,2,,,,
EU519629,10-0,2019-04-29 14:20:03.526,Completed,Sweden,100,HVC/KVV Vattumannen,5002228,Eskilstuna Energi & Miljö AB,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,5000,EU,EU General Allowances (EUA),5000,2,,,,
EU520267,10-2,2019-04-29 14:21:23.254,Completed,Slovakia,100,Tehelne Breznička,5003003,IPEĽSKÉ TEHELNE a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,7959,EU,EU General Allowances (EUA),7959,2,,,,
EU520266,10-2,2019-04-29 14:22:18.727,Completed,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,European Commission,100,EU Allowance deletion,5016380,European Commission,15000,EU,EU General Allowances (EUA),15000,2,,,,
EU520274,10-71,2019-04-29 14:24:20.911,Completed,Spain,100,"Roig Cerámica, S.A.",5018767,"Roig Cerámica, S.A.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,957,CN,CER - Certified Emission Reduction Unit,957,2,,1284,,
EU520268,10-2,2019-04-29 14:24:21.546,Completed,Norway,100,Norgips Norge AS,5012262,Norgips Norge AS,European Commission,100,EU Allowance deletion,5016380,European Commission,27062,EU,EU General Allowances (EUA),27062,2,,,,
EU520285,10-72,2019-04-29 14:25:38.074,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"Roig Cerámica, S.A.",5018767,"Roig Cerámica, S.A.",957,EU,EU General Allowances (EUA),957,2,,,,
EU501507,10-2,2019-04-29 14:28:01.224,Completed,Norway,100,Sarpsborg Avfallsenergi AS,5012348,Sarpsborg Avfallsenergi AS,European Commission,100,EU Allowance deletion,5016380,European Commission,40600,EU,EU General Allowances (EUA),40600,2,,,,
EU520248,10-2,2019-04-29 14:31:14.027,Completed,Poland,100,ELEKTROCIEPŁOWNIA RADOMSKO,5003079,Fameg - Energia Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,24797,EU,EU General Allowances (EUA),24797,2,,,,
EU520284,10-2,2019-04-29 14:31:40.055,Completed,Spain,100,"Roig Cerámica, S.A.",5018767,"Roig Cerámica, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,20360,EU,EU General Allowances (EUA),20360,2,,,,
EU520283,10-2,2019-04-29 14:32:45.302,Completed,France,100,ENGIE ENERGIE SERVICES Alteo Gardanne Cogé.,5027259,ENGIE ENERGIE SERVICES,European Commission,100,EU Allowance deletion,5016380,European Commission,20511,EU,EU General Allowances (EUA),20511,2,,,,
EU520250,10-2,2019-04-29 14:33:04.746,Completed,Italy,100,Operator Acoount,5013651,Free Energia S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,25197,EU,EU General Allowances (EUA),25197,2,,,,
EU520280,10-2,2019-04-29 14:33:14.129,Completed,France,100,MACON ENERGIES SERVICES - Centrale Les Bruyères,5027263,MACON ENERGIES SERVICES,European Commission,100,EU Allowance deletion,5016380,European Commission,11995,EU,EU General Allowances (EUA),11995,2,,,,
EU520279,10-2,2019-04-29 14:33:40.198,Completed,France,100,ENGIE ES Unité de Cogénération PSA,5024794,ENGIE ENERGIE SERVICES,European Commission,100,EU Allowance deletion,5016380,European Commission,32260,EU,EU General Allowances (EUA),32260,2,,,,
EU520277,10-2,2019-04-29 14:34:15.672,Completed,France,100,ENGIE ENERGIE SERVICES - Nice - Chaufferie de St Augustin,5005651,ENGIE ENERGIE SERVICES,European Commission,100,EU Allowance deletion,5016380,European Commission,5485,EU,EU General Allowances (EUA),5485,2,,,,
EU520275,10-2,2019-04-29 14:34:42.577,Completed,France,100,MACON ENERGIES SERVICES - Chaufferie Bioux,5005242,MACON ENERGIES SERVICES,European Commission,100,EU Allowance deletion,5016380,European Commission,7618,EU,EU General Allowances (EUA),7618,2,,,,
EU520247,10-2,2019-04-29 14:35:27.971,Completed,France,100,PAPETERIE ST MICHEL - GROUPE THIOLLET,5005931,PAPETERIE SAINT MICHEL - GROUPE THIOLLET,European Commission,100,EU Allowance deletion,5016380,European Commission,23571,EU,EU General Allowances (EUA),23571,2,,,,
